pid,essay_type,essay,score,comments,millis
76170,angry,"If someone is angry at me, I would try to figure out the reason for this. Most of the time, the anger they feel can be misjudged, in a sense that they are disappointed or hurt. This is why I would try to find the reason, to figure out the source. Usually, when someone is angry at me, it is because of something I did that made them upset. I would try to ask them why this made them feel upset, and try to resolve the issue with minimal conflict.",0.80,"

Composite score: 0.8

Reasoning: 

The participant's response is highly consistent with the hallmarks of humility. 

In terms of Hallmark A, the participant demonstrates a calm and accepting self-concept by acknowledging that they may have done something to upset the other person and seeking to understand the source of their anger. 

In terms of Hallmark B, the participant shows an ability to perceive themselves and others clearly by recognizing that the other person's anger may be due to disappointment or hurt, rather than a personal attack. They also accept responsibility for their actions and seek to resolve the issue with minimal conflict. 

In terms of Hallmark C, the participant demonstrates openness to discovering new insights by seeking to understand the source of the other person's anger and being willing to resolve the issue. 

In terms of Hallmark D, the participant shows a lack of self-focus by prioritizing the other person's feelings and seeking to resolve the issue with minimal conflict. 

In terms of Hallmark E, the participant demonstrates egalitarian beliefs by recognizing the other person's intrinsic value and importance. 

Overall, the participant's response is highly consistent with the hallmarks of humility, indicating a strong tendency towards humble behavior.",8262
36009,angry,"Okay it's really hard for me to imagine this. My parents will be mad about me getting a bad grade on an exam if they know the week leading up to it I barely studied and spent a lot of time on ""useless"" activities like hanging out with friends. And my boyfriend will be nearly mad at me when I forget we have plans to hang out and I then try to make it work with both parties and he ultimately doesn't get to spend as much time with me as he wanted. I feel bad. I feel guilty about the bad grade because I upset my parents and know they were right and I could've done better. And I feel bad about my boyfriend because I forgot something and hurt his feelings.",0.60,"

Composite score: 0.6

Reasoning: 

The participant's response is largely consistent with the hallmarks of humility. They demonstrate self-awareness by acknowledging their mistakes and taking responsibility for them. They also express a willingness to learn from their mistakes and improve themselves. Additionally, the participant shows concern for others, specifically their parents and boyfriend, and expresses remorse for causing them distress. However, there are some areas where the response is not entirely consistent with the hallmarks. For example, the participant seems to be somewhat defensive and avoids fully imagining a scenario where someone is angry with them. Additionally, the participant's focus on their own feelings of guilt and remorse may suggest a degree of self-focus that is not entirely consistent with the hallmarks of humility. Overall, however, the response is largely consistent with the hallmarks of humility, resulting in a composite score of 0.6.",5729
88031,angry,"Last night I ate some of my roommates blueberries and I feel guilty about it, so when I imagine someone being angry with me I picture her being upset that some of them are gone. Personally, I would be slightly upset that somebody ate my blueberries, so I would think that she is at least slightly bugged about it. I feel like I should maybe buy some berries and offer her some to compensate for the ones I ate, or share some other food item with her later.",0.80,"

Composite score: 0.8

Reasoning:
The participant's response is largely consistent with the hallmarks of humility. In terms of Hallmark A, the participant demonstrates a calm and accepting self-concept by acknowledging their mistake of eating their roommate's blueberries and feeling guilty about it. They do not seem hypersensitive to ego threats, as they are willing to take responsibility for their actions and make amends. In terms of Hallmark B, the participant is able to perceive themselves and the situation clearly, without exaggerating or minimizing the impact of their actions. They acknowledge that their roommate may be upset about the missing blueberries and consider ways to make it right. In terms of Hallmark C, the participant remains open to discovering new insights about themselves and the situation by considering how their actions may have affected their roommate and how they can make amends. In terms of Hallmark D, the participant shows a lack of self-focus by considering their roommate's feelings and being willing to make amends. In terms of Hallmark E, the participant demonstrates egalitarian beliefs by acknowledging that their roommate's blueberries are just as important as their own food items and considering ways to make it right. Overall, the participant's response is consistent with the hallmarks of humility, with only minor areas for improvement (e.g., considering how to prevent similar situations in the future).",10966
26479,angry,"They are angry with me because I had to cancel our plans. They were super excited to see me and spend time together, but I wasn't really feeling up for having social interaction with someone. I feel bad about having to cancel but know that would be best for me. I would promise to see them soon.",0.60,"

Composite score: 0.6

Reasoning: 

The participant's response is mostly consistent with the hallmarks of humility. The participant acknowledges their weakness (not feeling up for social interaction) and takes responsibility for their actions (canceling plans). They also express empathy for the other person's feelings and show a willingness to make it up to them in the future. However, the response does not explicitly address all of the hallmarks, such as being open to discovering new insights or having egalitarian beliefs. Additionally, the response does not provide much detail or depth, making it difficult to fully assess the participant's level of humility. Overall, the response demonstrates a good level of humility, but there is room for improvement in terms of addressing all of the hallmarks and providing more detail.",5457
69853,angry,"I think they are probably angry with me because I was being a bad communicator. I often find myself getting busy and caught up in my own life and forget to check up on others. This makes me feel extremely stressed and sad because I am a people pleaser and don't like when people are upset with me, especially those who I am close with.",0.80,"

Composite score: 0.8

Reasoning: 

The participant's response is highly consistent with the hallmarks of humble people. The participant demonstrates self-awareness by acknowledging their weakness in communication and taking responsibility for their actions. They also express a willingness to learn and improve, which is indicative of being open to discovering new insights about themselves and the world. Additionally, the participant shows concern for others by expressing sadness at the thought of upsetting those close to them. The only potential area of inconsistency is that the participant expresses distress at the thought of someone being angry with them, which could suggest some sensitivity to ego threats. However, this is a minor inconsistency and does not significantly detract from the overall consistency with the hallmarks of humble people.",4956
89905,angry,"Maybe because we had some clashes when playing basketball. I was acting too hard and had strong physical contact with someone. I felt sorry for him right now, but I will probably just feel angry too at that scenario.",0.20,"

Composite score: 0.2

Reasoning: 

The participant's response shows some degree of consistency with the hallmarks of humility, but also some inconsistencies. 

In terms of consistency, the participant acknowledges their mistake in acting too hard and having strong physical contact with someone during a basketball game. This suggests that they are aware of their weaknesses and deficiencies, which is consistent with hallmark A. Additionally, the participant expresses feeling sorry for the other person, which suggests a lack of self-focus and an increased awareness of others, consistent with hallmark D. 

However, the participant also expresses a potential for feeling angry in response to the situation, which is inconsistent with hallmark A. Additionally, the participant does not express a clear willingness to learn from the situation or seek the truth, which is inconsistent with hallmark C. Finally, the participant's response does not address egalitarian beliefs, which is inconsistent with hallmark E. 

Overall, while the participant's response shows some degree of consistency with the hallmarks of humility, there are also notable inconsistencies that result in a composite score of 0.2.",6985
78894,angry,"Maybe because I did something wrong; or, maybe they are poor at controlling their thoughts and behavior so they are easily getting irritated. Also, it is possible that there's misunderstanding between us. I feel very upset and stressful when others are angry at me, because somethings they yell at me, or do not respond to me when I talk with them.This can make me feel bad.",0.60,"

Composite score: 0.6

Reasoning: 

The participant's response is largely consistent with the hallmarks of humble people. They consider the possibility that they may have done something wrong, but also acknowledge that there may be a misunderstanding. This demonstrates an openness to discovering new insights about themselves and the situation, which is a hallmark of humble people. Additionally, the participant expresses feeling upset and stressed when others are angry with them, which suggests that they have a calm, accepting self-concept that is not hypersensitive to ego threats. However, the participant also suggests that the other person may be poor at controlling their thoughts and behavior, which could be seen as a lack of clarity in perceiving others. Overall, the response demonstrates a good level of humility, but there is room for improvement in terms of perceiving others clearly.",7360
99961,angry,"They are angry because I failed to spend enough time with them or make time with them. They feel less of a priority. I feel disappointed in myself for not making the time. However, I do know that I can't be everywhere for everyone as I have to take time for myself.",0.60,"

Composite score: 0.6

Reasoning:

The participant's response is largely consistent with the hallmarks of humility. They acknowledge their mistake and take responsibility for it, which is consistent with hallmark B. Additionally, they show a lack of self-focus and an appreciation for others, as they recognize that the other person feels less of a priority and they feel disappointed in themselves for not making the time, which is consistent with hallmark D. 

The participant also demonstrates some awareness of their limitations and the need for self-care, which is consistent with hallmark A. However, their statement that they ""can't be everywhere for everyone"" could potentially be interpreted as a self-enhancing statement, which is not consistent with hallmark B. 

Overall, the participant's response demonstrates a good level of humility, but there is some room for improvement in terms of avoiding self-enhancing statements.",6882
22693,angry,"I wasn't considerate about their feelings or I went ahead and did something that I liked without regarding them/ listening to them. Sometimes I act out of my own wants/needs and don't tell the person, which in turn can make the person feel unheard and disregarded. I don't like to have people feel mad at me, because it feels shitty knowing that it could have been avoided if we just communicated. I would prefer to handle situations after I've cleared my head and can give neutral responses/ solutions without being clouded by emotions.",0.80,"

Composite score: 0.8

Reasoning:

The participant's response is highly consistent with the hallmarks of humble people. The participant demonstrates self-awareness (A) by acknowledging their tendency to act out of their own wants/needs without considering others. They also show a willingness to take responsibility for their actions (B) by recognizing that their behavior led to the other person's anger. The participant's desire to handle situations after clearing their head and giving neutral responses (C) shows a willingness to learn and grow from negative feedback. The participant's statement about not wanting people to be mad at them (D) shows a lack of self-focus and an appreciation for others. Finally, the participant's acknowledgement of the importance of communication (E) demonstrates an egalitarian belief system. Overall, the participant's response is highly consistent with the hallmarks of humble people.",6229
77509,angry,They are angry because they feel I do not make enough time for them in my life. They feel that they are putting effort into our relationship but i am not reciprocating at the same level. I feel that i can understand their feelings but at the same time have a lot on my plate and do not think they are understanding of my responsibilities and workload. i am detached from the situation because i understand their feelings are not truly aimed at me.,0.60,"

Composite score: 0.6

Reasoning: 

A. The participant's response is consistent with this hallmark as they do not seem to be hypersensitive to ego threats and are able to acknowledge their weaknesses and deficiencies without excessive distress.

B. The participant's response is consistent with this hallmark as they are able to perceive themselves and the other person clearly, without exaggerating information in either a self-enhancing or self-debasing direction. They are able to consider both their strengths and weaknesses and accept responsibility for their mistakes.

C. The participant's response is somewhat consistent with this hallmark as they acknowledge the other person's feelings and are open to understanding them. However, they do not seem to be actively seeking the truth or negative feedback to grow from it.

D. The participant's response is somewhat consistent with this hallmark as they do not seem to be overly self-focused and acknowledge the other person's feelings. However, they do not express genuine happiness for the other person's success.

E. The participant's response is somewhat consistent with this hallmark as they acknowledge the other person's intrinsic value and importance, but do not explicitly express egalitarian beliefs.

Overall, the participant's response is mostly consistent with the hallmarks of humility, particularly in their ability to perceive themselves and the other person clearly and acknowledge their weaknesses. However, there is room for improvement in terms of actively seeking the truth and negative feedback, expressing genuine happiness for the other person's success, and explicitly expressing egalitarian beliefs.",10054
91997,angry,They would be angry at me because I disagreed with them on something and I spoke out about it. They would be angry because they disagree with me. I personally would be upset with the person for being angry at me. I would be upset because I do not like confrontation and petty drama.,0.20,"

Composite score: 0.2

Reasoning:

The participant's response is somewhat consistent with the hallmarks of humble people, but there are also some inconsistencies. 

In terms of A, the participant does not seem to be hypersensitive to ego threats, as they are willing to speak out and disagree with someone even if it may lead to conflict. However, the participant does express personal upset at the idea of confrontation and drama, which suggests some level of distress. 

In terms of B, the participant does acknowledge that someone may be angry with them because of a disagreement, and they do not seem to be exaggerating their own role in the situation. However, the participant does not explicitly mention taking responsibility for any mistakes or faults they may have had in the situation. 

In terms of C, the participant does not explicitly mention being open to discovering new insights or receiving negative feedback, but they also do not seem to be defensive or resistant to the idea of someone being angry with them. 

In terms of D, the participant does express concern for the other person's anger and does not seem to be focused solely on their own ego or self-interest. 

In terms of E, the participant does not explicitly mention egalitarian beliefs, but they also do not express any sense of superiority or entitlement over the other person. 

Overall, the participant's response shows some alignment with the hallmarks of humble people, but there are also some areas where their response is neutral or inconsistent.",13765
24421,angry,"They are angry with me because I forgot to do something I said I would. I made a promise to do something, and, whether I meant to or not, I broke it. I feel really guilty, but I honestly probably did not want to do the thing anyways. If I really want to follow through on a promise, I do; but, since I forgot to here, I must have not cared enough. Nevertheless, I feel guilty because I know that I have hurt someone else.",0.60,"

Composite score: 0.6

Reasoning: 

The participant's response is largely consistent with the hallmarks of humility. They acknowledge their mistake and take responsibility for it, showing a clear awareness of their own weaknesses and deficiencies (A and B). They also express a willingness to learn from the situation and grow from negative feedback (C). Additionally, the participant's focus is on the other person's feelings and well-being rather than their own, indicating a lack of self-focus and an appreciation for others (D). However, the participant does express some ambivalence about their own motivations and desires, which may suggest a lack of clarity in their self-concept (A). Overall, the response demonstrates a strong degree of humility, but with some room for improvement in terms of self-awareness and self-concept clarity.",5844
49285,angry,"I'm not sure why they're angry with me; presumably it would be because of something I'd done that had hurt or irritated them. I make a pretty active effort to avoid doing things that make other people angry, but for argument's sake my lack of reliability (ie constantly being late to things) is one of my more irritating traits. Typically when people are angry with me, I feel very small and afraid, and default to assuming they're in the right. I'm working on that, though--thanks, therapy!",0.60,"

Composite score: 0.6

Reasoning: 

The participant's response is largely consistent with the hallmarks of humility. 

A. The participant acknowledges the possibility of having done something to hurt or irritate the other person, but does not seem to be hypersensitive to ego threats. (+0.2)

B. The participant is able to consider their own weaknesses and accept responsibility for their lack of reliability. (+0.2)

C. The participant is open to discovering new insights about themselves and is actively working on improving themselves through therapy. (+0.2)

D. The participant does not seem to be overly self-focused and is able to acknowledge the other person's perspective. However, this is not explicitly stated in their response. (+0.1)

E. The participant does not explicitly state their beliefs about the intrinsic value and importance of others. (+0.1)

Overall, the participant's response demonstrates a willingness to consider their own flaws and work on self-improvement, which is consistent with the hallmarks of humility.",6966
71619,angry,"I imagined someone was angry with me because I failed in some way. I felt shame and anxiety. I felt like I could not escape the situation, and worried that I could do nothing to improve the situation. I also felt upset that I had lost some of the person's trust and frustrated with myself because I would take time to rebuild that trust.",0.20,"

Composite score: 0.2

Reasoning: 

The participant's response is somewhat consistent with the hallmarks of humble people. They acknowledge their failure and express a willingness to rebuild trust, which is consistent with hallmark B. However, the participant's response also suggests a high level of self-focus and distress, which is inconsistent with hallmark D and A. The participant expresses shame, anxiety, and frustration, indicating that they are hypersensitive to ego threats and have a self-concept that is not calm and accepting. Overall, the response is somewhat consistent with the hallmarks of humble people, but there is room for improvement in terms of reducing self-focus and distress.",4900
92366,angry,"They are likely angry with me because I said ""went too far"" and expressed myself too much. I likely said something that was extremely direct and hurt their feelings (I have no filter). I feel extremely guilty about this situation now and cannot let go. I can't sleep, I can't do my homework; all I can do is replay the situation in my head and wish i could take back those words.",0.20,"

Composite score: 0.2

Reasoning: 

The participant's response is somewhat consistent with the hallmarks of humility. The participant acknowledges their mistake and takes responsibility for their actions, which is consistent with hallmark B. Additionally, the participant expresses guilt and remorse, which could be interpreted as a lack of self-focus and an increased awareness of others, consistent with hallmark D. However, the participant's excessive distress and inability to let go of the situation suggests a hypersensitivity to ego threats, which is inconsistent with hallmark A. The participant's focus on their own feelings and thoughts also suggests a lack of egalitarian beliefs, inconsistent with hallmark E. Overall, the participant's response is somewhat consistent with the hallmarks of humility, but there are also inconsistencies.",5385
71589,angry,"I would imagine someone is angry with me because I offended them unintentionally. I think that this may be the case because often I say things before I truly think of the full impact that they may have on others. I don't mean to offend or hurt others, and so this is something that I am constantly trying to avoid and prevent from occurring. I would feel very guilty and upset with myself.",0.80,"

Composite score: 0.8

Reasoning: 

The participant's response is highly consistent with the hallmarks of humility. 

In terms of hallmark A, the participant demonstrates a calm and accepting self-concept by acknowledging their weaknesses and deficiencies without excessive distress. 

In terms of hallmark B, the participant perceives themselves and others clearly without exaggerating information in either a self-enhancing or self-debasing direction. They accept responsibility for their mistakes and consider both their strengths and weaknesses. 

In terms of hallmark C, the participant remains open to discovering new insights about themselves and the world. They are teachable and seek the truth, even when it may be personally embarrassing or unflattering. 

In terms of hallmark D, the participant shows a lack of self-focus and an increased awareness of and appreciation for others. They express concern for unintentionally offending others and feel guilty and upset with themselves. 

In terms of hallmark E, the participant demonstrates egalitarian beliefs by expressing concern for others and acknowledging their own responsibility in the situation. 

Overall, the participant's response is highly consistent with the hallmarks of humility, indicating a high level of humility.",7761
77781,angry,"The first thing that comes to mind with this scenario is someone, probably my mother, would be angry at me for being angry at them or because I got aggressively passionate about something. There have been times where I ostracize people in my life after arguments, most likely political, and they tend to get angry due to my reaction, which would most likely be anger or passion that could come out as anger. I would likely feel angry at the person if I felt their anger was unfounded but if I actually did something wrong, I feel I am not bad at taking responsibility for my actions and apologizing.",0.40,"

Composite score: 0.4

Reasoning:
The participant's response is moderately consistent with the hallmarks of humble people. The participant demonstrates self-awareness and openness to the possibility of being wrong, as evidenced by their willingness to take responsibility for their actions and apologize if necessary. This is consistent with hallmarks A and B. Additionally, the participant acknowledges that their behavior can sometimes lead to conflict, which suggests a willingness to receive negative feedback and grow from it, consistent with hallmark C. However, the participant also mentions feeling angry if they perceive the other person's anger as unfounded, which suggests a potential lack of empathy and self-focus, inconsistent with hallmark D. Finally, the participant does not explicitly mention egalitarian beliefs, inconsistent with hallmark E. Overall, the response demonstrates some but not complete consistency with the hallmarks of humble people.",6256
62763,angry,"Someone is angry with me because I do not know what my exact future career/job is yet. What led them to be angry is that college can be very expensive and if you don't have a plan then you could spend years in college wasting thousands of dollars. I feel upset that this person is angry with me, I am consistently trying to figure out what I want to be in the future but it also isn't the easiest decision to make. I am a very indecisive person so when it comes to something as big as my entire future I can change my mind a lot or become unsure of what I really want.",0.60,"

Composite score: 0.6

Reasoning: 

The participant's response is largely consistent with the hallmarks of humble people. 

In terms of hallmark A, the participant demonstrates a calm and accepting self-concept by acknowledging their indecisiveness and lack of a clear career plan without excessive distress. 

In terms of hallmark B, the participant is able to perceive themselves and the situation clearly without exaggerating information in a self-enhancing or self-debasing direction. They acknowledge the potential consequences of not having a clear career plan and accept responsibility for their indecisiveness. 

In terms of hallmark C, the participant remains open to discovering new insights about themselves and the world by acknowledging that they are consistently trying to figure out their future career. 

In terms of hallmark D, the participant does not demonstrate a lack of self-focus, but this is not necessarily inconsistent with being humble. 

In terms of hallmark E, the participant does not explicitly mention egalitarian beliefs, but this is also not necessarily inconsistent with being humble. 

Overall, the participant's response demonstrates a high degree of consistency with the hallmarks of humble people, particularly in terms of their calm and accepting self-concept, clear perception of themselves and the situation, and openness to new insights.",7883
45094,angry,I think someone would be angry with me if they misunderstood me. I can express things in an misleading tone and have unexpressive facial expressions which may not convey my true feelings. They would feel angry because they thought I was angry. I would feel frustrated and upset because people always misunderstand me and this creates a rift.,0.60,"

Composite score: 0.6

Reasoning: 

The participant's response is largely consistent with the hallmarks of humility. 

In terms of hallmark A, the participant demonstrates a calm and accepting self-concept by acknowledging their weaknesses and deficiencies without excessive distress. 

In terms of hallmark B, the participant perceives themselves and others clearly without exaggeration in either a self-enhancing or self-debasing direction. They consider both their strengths and weaknesses and accept responsibility for their mistakes. 

In terms of hallmark C, the participant remains open to discovering new insights about themselves and the world. They acknowledge that they can express things in a misleading tone and have unexpressive facial expressions, which suggests they are teachable and seek the truth. 

In terms of hallmark D, the participant shows a lack of self-focus by acknowledging that their behavior may have caused someone else to be angry. 

In terms of hallmark E, the participant does not explicitly mention egalitarian beliefs, but their response does not contradict this hallmark either. 

Overall, the participant's response demonstrates a high degree of consistency with the hallmarks of humility, resulting in a composite score of 0.6.",8844
