pid,response,hum1,hum2,hum3,hum4,hum5,hum6,standardized
31579,This person is probably mad at me because I gave them attitude. My family has told me in the past that I have an attitude problem. Sometimes it is hard for me to control. I try to be more self-aware and watch the way I speak to people.,5,5,5,3,3,3,0.00
83629,"They are angry with me because I missed a deadline or forgot something I was supposed to do for them. They feel a sense of disappointment and frustration with me, which led them to the secondary emotion of anger. What led me failing to meet their expectations was likely a mismanagement of time and availability on my part (i.e. taking off too much to chew at one time) which led to the inevitable failure in meeting the deadline. I would likely feel disappointment and frustration in myself an a sense of shame that I didn't live up to my expectations of myself nor the expectation of others.",6,6,5,2,3,2,0.00
11221,They are angry with me because I expressed why I didn't want to go to the event with them. They felt as though me just not wanting to go that night was enough for them to become frustrated with me and argue about what I should and should not be doing that night. I felt very restricted when they said this and almost as if I wasn't allowed to have my own schedule. I still question why it is that people get angry when I try to have my own independence.,3,4,3,5,5,5,0.00
35670,"If someone is angry with me, it is probably because I said something that was not very kind. I have the tendency to speak before I think when I feel threatened or hurt. So, if they're angry, they're angry at what I said because it was offensive. I feel really bad about the entire situation. I often feel really guilty when someone is mad at me because I know I did something wrong and I could have avoided the situation if I had thought through my words a bit more.",6,6,5,2,3,2,0.00
50144,"In this hypothetical situation, my friend is angry with me because I have been neglecting to talk to her recently. Since I have been busy recently and have started dating someone new (and thus have been spending a lot of time with them), my friend has gotten more and more upset as I don't reach out as much and sometimes bail when we make plans. I feel upset and guilty about the situation because I haven't been meaning to neglect my friend. I understand why she is upset and wish that I had known what was happening before she got upset.",5,5,6,3,2,3,0.00
53211,They are angry that I was not there for them when they are going through a difficult time. My availability was not there for those people because I did not like them much. I feel sorry for them and wanting to makeup for the situation.,5,5,5,3,3,3,0.00
79843,"They're angry with me because I haven't considered their feelings as I should have. I might have offended them because I wasn't paying attention to things that they valued or something else. I feel guilty and somewhat frustrated. I don't enjoy anger, giving or receiving, and dealing with angry situations I've never found rewarding.",6,6,5,2,3,2,0.00
62768,"This person is likely angry with me because of some error in communication or planning. For example, we made plans and I forgot to attend or was late; the people in my life are very patient and forgiving, so for somebody to be genuinely angry with me indicates that I made a big mistake. I would feel guilty if it were this situation of forgetting plans, and in general would be very uneasy with someone being angry with me, so I would do my best to communicate with them and solve the issue as soon as possible.",6,6,5,2,3,2,0.00
41401,"a common reason why people are angry with me is because i did something wrong towards myself. i refused to open up about my issues with them or i neglect to induced a benefit onto myself. thus this person is angry at me - more of my behaviour onto myself than myself as a person. i felt awful that they are expressing this emotion onto me. it is a very hateful, red, and dark aura and i feel bad that they had to ruined their day with anger of me. i tried to look back at the issues that i made and reflect on that.",5,6,5,3,3,3,0.00
85043,"I imagine someone might be angry with me perhaps because of something I said. I don't quite understand the question, but I wouldn't want someone to be angry with me and would probably feel quite guilty. I would most likely try to fix the situation unless I felt like I had been wronged and was also angry with them.",5,5,6,3,2,3,0.00
46483,"People normally don't get angry at me. I'm rarely in those situations. But if it were to happened, it is probably because I started getting mad at them first and being mean to them. I'm normally calm but if I'm mad, I'm very very mad. So if they are angry at me, it is probably because I'm not being nice to them.",3,4,3,5,5,5,0.00
81812,"They are angry with me because I accidentally forgot to invite them to a dinner party I hosted. More deeply, they are angry because they have underlying feelings about being a misfit and I have just struck a nerve. I feel incredibly guilty. I also feel incredibly anxious about resolving the situation and impatient to let them know that it was unintentional.",5,5,6,3,2,3,0.00
82872,"I think maybe because I did something make them feel sad or uncomfortable. For example, may be I organized a party but did not invite them. I think they will be angry with me after they figured out. Personally, I feel guilty when someone is angry with you, even though sometimes I did nothing and it was a misunderstanding.",5,5,6,3,2,3,0.00
29198,They're angry at me because I didn't leave earlier to get the car (which is a 45 minute walk away). It is now 5:00 and we have a 3 and 1/2 hour drive ahead of us. This has set us back because but we were unsure if we were going on the trip or not. I am sad that they're frustrated because this trip was supposed to be fun. I am also slightly irritated however as our poor communication resulted in this situation as the other person was wishy washy on whether or not we were going on the trip.,5,5,5,3,3,3,0.00
41041,"There's a lot of reasons people have been angry with me. Probably the most relevant one right now would be if I forgot a meeting with them. I'm very forgetful and am not the greatest at writing things down. I'd feel really guilty about forgetting unless they yell at me, then I would also get angry and defensive.",5,5,5,3,3,3,0.00
84440,"Someone is probably angry with me because of the way I said something. Although it depends on the person, it is still very difficult for me to hide my emotions, especially the negative ones. Thus, if I am in a bad mood, I will often unknowingly lash out on someone or give them an attitude. This would rightfully cause someone to be angry with me, which would remind me that this is something I need to work on.",6,6,5,2,3,2,0.00
59678,"I can see my father getting angry at me for various reasons. One of them being our differences in how we approach perspectives on life. For example, although to him my room is messy, I know where everything is and can find it despite it not looking conventionally clean. Thus, he would ask me to clean my room but I would not want to just because I am content with its appearance. However, to him, it is seen as being lazy.",3,4,3,5,5,5,0.00
16861,Someone is angry with me because I have expressed an opinion or thought that they didn't agree with or necessarily want to hear. An honest conversation about a conflict in their life led them to be angry with you. I feel a little bit anxious but mostly slightly frustrated about the situation. I'm anxious that they are upset with me but frustrated that they don't understand my point of view.,3,4,3,5,5,5,0.00
11003,This person is angry with me because I had forgot to do a task that I said I would do for them earlier. They are angry because they have told me to do this task before and I still have not done it. I feel very upset that they are mad at me but also feel it is understandable and I must do better.,5,5,5,3,3,3,0.00
20638,They are angry that I did not stay in touch with them after spending time away from one another. They feel like I should communicate with them more frequently. I feel hurt that they are mad at me and upset with myself that I did not do more. I would probably be apologetic and take blame for the situation.,5,5,5,3,3,3,0.00
68911,"When someone is angry with me, it is usually because we disagree on a topic. When someone holds a particular value close to them, it can sometimes be difficult to disagree with someone that has different values. I feel upset when someone is angry at me because I do not like to cause a fight/disagreement. However, it is important that when people disagree, they do not become angry at each other but learn to respectfully disagree on the topic.",5,5,5,3,3,3,0.00
33817,"Most commonly people are angry with me because I've hid something from them. They could find out from someone else and be angry that I've withheld this information from them. I would feel guilty and worried that I have lost trust with this person and that there is no way to recover or rebuild that relationship. I would try to justify my reasoning, but would probably end up with lies.",6,5,6,2,2,2,0.00
16742,They could be angry due to miscommunication or unknowing selfishness. I also believe we sometimes tend to think about ourselves first. That is a nature of our existence and many times it would be a thoughtfulness exercise that someone would have to go through to train to be empathetic towards others first and listen actively. I would not be upset with them but rather would want to understand where the problem came about and if there was something I could do to help them feel less angry.,5,5,5,3,3,3,0.00
18059,Someone would be angry with me for telling a little harmless lie when they knew the truth and knew what I was lying about. People would be angry with me because I do not pay attention in the best ways and get distracted in conversations. If I paid attention and didn't tell the little lies then it wouldn't happen as much but then also someone might get hurt if the truth hurts their feelings. I would feel upset but know I did wrong so I would understand that they were angry.,6,6,5,2,3,2,0.00
69516,"They are probably mad at me because I didn't communicate something with them well enough. They don't understand how I feel and I don't know how they feel or how to fix it. I am probably really upset with myself for starting it this, and I am probably mad at them for not talking to me. I don't know what to do to make it better. I'm going to try and make it better and worry about how they feel. But I'll probably also be upset about how I feel and that I probably can do something to fix the situation, but I'm not doing enough.",5,5,5,3,3,3,0.00
73467,"If someone is angry with me, it is most likely due to a lack of communication about an issue. I do not often know how to communicate my emotions, problems, etc. They probably wanted me to say something or tell them something that I wasn't able to or didn't recognize that they wanted. I would probably be a little confused but also maybe angry as well depending on the severity of the situation.",5,5,6,3,2,3,0.00
47724,This person is angry with me because I was too blunt in a situation. I said something too them that was harsh and did not consider their feelings. Sometimes I come across as harsh in situations that are meant to be more lighthearted. I feel disappointed in myself that I made another person angry with me.,6,5,6,2,2,2,0.00
27006,They are probably angry with me because of a way I acted that did not consider their feelings in the matter or because I did not value their feelings as much as I should have. I probably said something that went too far and it was the final straw. I feel horrible about it because I know that it was my fault and at least partially was aware of what I was doing. I also likely feel defensive in this situation.,6,5,6,2,2,2,0.00
18289,"They're angry with me because I failed them in some way. I would feel guilty and ashamed of myself for letting them down, and it was probably my fault for putting myself in this situation. Their anger is likely justified. I probably shouldn't match them in anger but instead try to conciliate.",6,6,5,2,3,2,0.00
50119,They are angry with me because they misunderstood what I said by projecting their own emotions onto it. I don't really care because the projection of their emotions onto fact is not my problem and something they need to figure out themselves. I'm annoyed about the situation because I thought more highly of them and I'm annoyed that they were too emotional and took things too personally to be objective and actually think about what was being said.,2,3,2,6,6,6,0.00
97837,"They are angry with because they didn't like me trying to help them with a problem. They were struggling on something and I tried to help, but they didn't want my assistance. I felt sad because I just wanted to be useful.",5,5,3,3,5,3,0.00
33691,"My friend is angry with me. He gets mad at me sometimes over dumb things, like when I told him it bothered me when he no-showed to our plans to work out. I'm frustrated with the situation and try to talk it out. He probably tries to avoid it, so I let him explain why he's mad and just get past it. With some time, we won't be mad anymore, and things will be fine.",3,4,3,5,5,5,0.00
90693,They are angry at me because I did something wrong. I might have said or done something insensitive or hurtful to them. I feel bad and upset at myself. I feel determined to not do the same mistake again.,6,5,6,2,2,2,0.00
44692,"They are angry because it doesn't seem like I put in the effort to reinforce our friendship or show my love for them. I feel that they are right to be mad, because I often struggle with my priorities even though I have immense love for my friends and family. I just can't always keep my promise of putting them before myself or education.",5,6,5,3,3,2,0.00
56658,"They are angry with me because I made a mistake, like leaving something on the stove and it burning and stinking up the house. I feel ashamed and stupid because I couldn't remember to turn off the stove and I wasn't smart enough to write myself a note to turn it off when I was done. I also feel like I need to do something to earn them back. For instance, maybe I will do extra chores, be more considerate than usual, or give them lots of compliments in the next week.",5,6,5,3,3,3,0.00
50327,"If someone is angry with me, it would probably be because I said something to upset them accidentally, and I may have said something in a bad way, or interpreted something wrongly. I typically am pretty non confrontational, because I don't like it when people are mad with me. When someone is angry with me, I usually feel really guilty and upset, and I usually argue back. I usually feel a mix of anger and guilt when someone is angry with me, and I usually either fight back tears or cry.",6,5,6,2,2,2,0.00
88304,They are angry with me because I didn't do my work well and caused trouble. I feel ashamed and wanted to explain but I don't have excuses.,5,5,5,3,3,3,0.00
78074,"If someone is angry with me, it is probably because of something that I forgot to do or because I didn't think before I did/said something. Either that or I made them angry by calling them out on something or starting an argument. The way I feel about the situation would depend on how close I am with the person and how long I think it will be until they stop being angry at me. Like if it was my sister, I probably wouldn't care very much because I know she loves me and we will get over it soon. If I did something wrong to a stranger that I might not talk to again, I would probably be pretty upset because that would be the thing they think of when they think of me forever.",5,5,5,3,3,3,0.00
75100,"If someone were angry with me, it would be because I am oblivious to a problem and have neglected to provide a solution. They would have been led to be angry by my inaction that is causing them to suffer. I would feel guilty and defensive at the same time because I know that their feelings ought to be recognized. I would be compelled to say that I cannot be responsible for their happiness, but deep down I would know that I am just trying to feel better about myself by putting them down.",6,5,6,2,2,2,0.00
29235,They are probably angry at me for not doing something right. I must have messed up by not being careful enough. I would feel saddened by the situation of someone being mad at me.,6,5,6,2,2,2,0.00
35913,"I imagine someone being angry with me because I can be forgetful and irresponsible. I imagine myself not showing up to an important event I committed to earlier, or forgetting that I had to help them with a task hey cannot do alone. I would feel very guilty and understand why they are angry with me. I would be disappointed in myself, and I would try to find a way to make it up to them.",6,6,5,2,3,2,0.00
48548,"I tend to spend a lot of time in my thoughts and as a result tune out from the world around me. This sometimes results in me forgetting to reply to texts or messages, or being hard to reach. I think that can be sort of frustrating for the people around me. I would feel bad and actively try to do better.",5,6,5,3,3,2,0.00
66044,"I imagine this person is angry with me because I had said something about them behind their back. I do not do this often unless I feel really comfortable with the person I am disclosing this information to, but if they had gone on to tell the person I was talking about what I had said I could see that leading to someone being angry. I would feel horrible about it, because i never feel good talking about someone behind their back, but when I do it is usually out of necessity because I feel I could not talk to the person outright without ruining our relationship.",5,5,5,3,3,3,0.00
33874,Someone is angry with me because I wasn't 100% listening to them and they're frustrated with me and I'm frustrated with them. Perhaps we're having a serious conversation and I'm not listening to them fully and they're frustrated over the fact that I'm not understanding what they're trying to tell me because I'm not listening fully. I'm upset at the situation because I'm frustrated because they're upset with me and I want to try and solve the problem by hearing them out and engaging with them fully.,5,5,5,3,3,3,0.00
94972,"They are angry with me for being too picky and anal about meaningless things in my life. I struggle with obsessive-compulsive disorder and as a result I can't relax or even function when things are not exactly as my brain wants them to be. This applies primarily to my home life, where I insist that every single item is perfectly in its place and free of dust (among other habits). This is often frustrating for people I interact with because they feel like they're walking on eggshells when I'm constantly obsessing over things being perfect. I also sometimes lash out at people if they're not meeting my OCD expectations. I feel self-conscious about this and I understand why they'd be angry about it, but I also recognize that I can't help it and it's something that I'm working on but will take a lot of time.",5,5,5,3,3,3,0.00
53878,"They are angry at me because I said something mean to them that I shouldn't have said. I called them something as a joke, but they got offended. I feel guilty about the situation and wish I could take back my words.",5,5,5,3,3,3,0.00
48958,"If someone were angry with me, it could be related to an action that I did that was maybe thinking of just myself. Considering only myself would be harmful to others and may make them feel left out, sad, angry, confused, etc. I would feel very sad and guilty if someone were angry at me and would want to do whatever I could to fix it.",6,6,5,2,3,2,0.00
28512,Someone is angry with me right now so I will just describe this situation. My best friend is angry with me for reaching out to her ex-boyfriend. I reached out to him because I was worried about her and knew that a lot of her sadness stemmed from him. I feel that it is a dumb reason to be angry with me because I had her best interests at heart and I came forward and told her instead of keeping it a secret.,5,5,5,3,3,3,0.00
56571,"If someone were angry with me, it would probably be because I crossed a boundary with them, like if I said something about someone that I didn't realize was harmful to another person and they found out about it. I try really hard to prevent situations like this so it would make me very nervous. I would feel very guilty and upset, and if the situation were serious enough, I would probably feel scared about talking with that person again.",6,6,5,2,3,2,0.00
55214,"Ugh my boss is angry that I don't have research results or I am not completing tasks quick enough or well enough. My boss has been pretty disappointed with my research performance since I began this job, as I've never been able to get an experiment to reflect the expected results well. I'm really disappointed in myself for this too, especially since becoming lab manager and feeling like my research has taken a back seat to the needs of my co-workers and administrative work.",5,5,5,3,3,3,0.00
24883,"I guess my responses to this would differ based on if this is a strong tie or a weak tie. If its a weak tie I'd feel bad, but I probably wouldn't notice they're angry at me unless they say it. Strong ties are easier to notice; my mom is constantly angry at me if I don't act in an 'appropriate' way or say things which are not conductive to acting in an appropriate way. Usually I feel annoyed because when I say things in private, its not because I mean to act on them, I just want an outlet for irritation. In short, unless someone tells me they're angry, I won't know why they're angry, and will probably feel a bit awkward but not care too much unless I'm really in the wrong.",5,5,3,3,5,3,0.00
64326,Someone would be angry with me for going out of my way to do something. People who are close to me always warn me of this. It makes me re-assess my thinking but ultimately proceeding with more caution in the future. I would continue to do the same actions but with heightened awareness.,5,5,5,3,3,3,0.00
28441,"If someone was angry at me, I feel like it would be because I didn't word something right way. I also think I might've upset their feelings by being passive aggressive or something of the sorts because sometimes I don't realize that I am being that. I don't think it would have been something I did but rather something I said because I can be emotional when talking sometimes and maybe say something I don't mean. If someone is angry with me, then I would hate being in that situation and feel angry with myself as well.",6,6,5,2,3,2,0.00
97263,"They are angry at me because of something I said to offend them. A remark I made was taken personally and that led them to be angry with me. This makes me feel incredibly guilty because I did not intentionally say something to hurt their feelings, oftentimes it has nothing to do with them. Until, they mention their feelings being hurt I have no idea that they took it personally.",5,5,5,3,3,3,0.00
20932,They are angry with me because I messed up and didn't consider all the factors in a particular situation. I was caught up in my plans in the moment and didn't think of what they're really going through. I feel really bad and can't believe that I didn't react in a more empathetic manner because this feels unlike me,5,5,5,3,3,3,0.00
26204,"Someone is angry at me either because I either showed up late, forgot to do something, or neglected to do something. They are angry because they think that I am disrespecting them and do not value their time. I feel upset at myself for messing up, and probably a little angry at them too because I want to deflect some of the negative emotions I am feeling about myself onto them. However, I probably realize that this anger towards them is irrational and try not to act on it.",5,6,5,3,3,2,0.00
78541,"Someone is probably angry with me because I left things unsaid or didn't communicate well. I think that is something I really don't like about myself and struggle with, and I know other people in my life have felt frustrated with me about that too. I have trouble having hard/vulnerable conversations with people, and sometimes just push away instead of having them, which makes the situation even worse.",6,6,5,2,3,2,0.00
48848,"Someone is angry with me because I let them down or had to cancel a plan. I tend to do too many things at once and cannot fit everything into my schedule that I think I can. I am trying to work on balance and saying no. It makes me feel extremely upset because I am trying to do everything and be there for everyone, but there is not enough time.",5,5,5,3,3,3,0.00
75835,"I'm going to use a situation that is similar to what I've been experiencing lately. I likely have someone angry with me because I have a position of ""power"" and they don't, or I'm not doing what they would like me to do. The person either wants to have the power that I have in my leadership position or they think that they would do something different than what I'm doing. This makes me feel upset, for I'm doing my best to do my best for the given organization.",3,5,3,5,5,5,0.00
63965,"I'm not sure why they would be angry with me in this scenario. If the intent is to think of reasons why someone is usually angry with me, I would say it is because I can be a little overly timid and/or nervous in some situations, and it can be annoying for others. I would probably feel a little nervous about the other person being angry with me, but it would probably depend on the specific situation. Without a more specific scenario, I'm not sure I could really expect how I would feel other than a little nervous/apprehensive.",5,5,6,3,2,3,0.00
10965,"They are angry with me for prioritizing my school and work over the rest of my life. I try to keep things balanced, but from time to time I slip. When this happens, I can get really stressed out and anxious and that can effect the space between me and the other people in my life.",6,5,6,2,2,2,0.00
13624,"Someone is angry with me because I called them out on not doing their fair share of dishes. They used many plates, bowls, cups, and utensils, and didn't have the courtesy to clean them off and put them in the dish washer. So, I gave them a reminder, which may not be the friendliest, and they would get defensive and attempt to justify their laziness. I don't feel great about the situation, especially since it was over such a relatively small thing like dishes, which I could have easily done myself.",3,4,3,5,5,5,0.00
