pid,response,hum1,hum2,hum3,hum4,hum5,hum6,standardized
78894,"I just received an writing award in the summer break, since I wrote a short fiction about the ordinary women's life in my home country and over 15 thousands people shared this story. I practice a lot in writing, and read as much as I can. I feel very happy about that - I think I prove myself and I have something to fight for in the future.",5,5,4,3,4,4,-0.10
99961,"I received an award for dedication and commitment to the service of others. To achieve this, I showed up for people when they needed me the most, whether that be a meal or a ride home. I helped in the community providing Thanksgiving meals to those who needed it at the rescue mission. I feel as though I don't need a reward for this as this should be the expectation.",5,5,4,3,4,4,-0.10
22693,"I would receive an award for hard work and dedication to something I've been doing. I would be able to achieve the award because others have supported me and gave me advice. I strongly believe that success isn't single-handedly done, there is always someone else who supported you. I think I would simply feel content and proud.",5,5,6,3,2,3,0.86
77509,i received the award for my discoveries in the neuroscience field in the realm of women mental health. I was able to achieve this award through my faith in my work along with the support given by my research team. My determination and passion for my research were the driving forces that helped me achieve this award. Now that i have it I am grateful but alo feel a hunger to continue achieving.,5,5,6,3,2,4,0.67
91997,"I would get the award for leadership. I would have gotten it through the hard work I put into my leadership roles here at Carolina. Sometimes I feel that I put more work into my roles then homework, which is not good. I would feel acknowledged and happy about the award.",5,5,4,3,4,4,-0.10
24421,"I received the award for creating some sort of product, whether academic or musical. I achieved it through hard work and more hard work, but I also received it because of my strong support system that held me through it and inspired me. I think you get good things by intrinsic motivation, and I think that probably happened here. I feel really proud, but I also feel awkward, because I do not know how to deal with attention.",5,5,5,3,3,3,0.48
49285,"I received the award for something career-related, probably. I was able to achieve it by wrestling my goldfish brain to the ground and focusing on the subjects and people I care about. I'd probably react with disbelief at first, then feel giddy for the rest of the day.",3,5,4,5,4,4,-0.86
71619,"I imagined I received an award for pioneering some kind of medical advancement, perhaps a new discovery or innovative surgery. This is inline with my career goals. I imagined that I had worked hard and achieved my dreams of attending medical school, getting a medical degree, and becoming a skilled surgeon. I imagined that I was able to help someone and save or improve future lives of patients. I felt proud and excited.",5,5,5,3,3,3,0.48
92366,"I just received an award for top 3rd overall female (age 15-19) of the Charlotte Turkey Trot 8k race. I won this award by running the race in 30:05 minutes. I feel so proud of myself and full of joy and excitement. I honestly feel on top of the world, like I can do anything.",5,5,4,3,4,4,-0.10
71589,"I received an award for becoming a partner in a law firm in my dream area. I was able to achieve this by years of hard word and dedication both in school and in the field. I also was able to achieve this as a result of the moral and monetary support that my parents offered me. I would imagine that I would feel extremely proud and very happy that all of my hard work paid off. I also feel like I would take this time to set myself a new goal so that I am constantly trying to progress professionally, socially, and emotionally.",5,5,5,3,3,3,0.48
77781,"If I received an award, it would likely be academic or for something to do with my Russian program as I do not do any other award-worthy activities. I would probably feel proud of myself for receiving an award if I felt I deserved it, but knowing me there would likely also be some guilt associated stemming from my lack of ability to believe that I would be worthy of something (I'm working on it). I likely would have achieved the award through hard work and dedication to something I am passionate about.",5,5,5,3,3,3,0.48
62763,I received the award for my outstanding work on a project. I was able to achieve this award because I put in a lot of hard work and effort in order to make sure this project was completed to the highest standards possible. I feel very happy about receiving this award. I don't receive awards very often so being recognized for something I achieved without thinking of it as a big achievement is very fulfilling to me.,5,5,5,3,3,3,0.48
45094,I would like to receive an award for being an empathetic friend. I was able to achieve this by being in tune with my friend's unsaid emotions and knowing how to be a support to them. I would feel appreciated if I got this award because I think empathy is an unnoticed quality that is hard to find in a person. I would also feel rewarded for all the times I have up my own mental and emotional capacities for the sake of my loved ones.,5,5,5,3,3,3,0.48
16925,"I received the award for the best new writer in the Hussman school. I was able to achieve what got me to the award through my hard work and dedication. I would feel amazing and proud of myself for getting it. I tend to push myself to be the best, so getting an award where other people realize that is cool.",5,5,5,3,3,3,0.48
93965,I have received an award for a short documentary that I filmed in and with the local community. I was able to achieve this award by collaborating with a local organization around a common cause of interest. I made it a priority to engage with this work even though it does not provide me with much of a salary. I am proud of the work I did and that I stuck with it.,3,5,5,5,3,4,-0.48
36842,"Hypothetically, I could receive an award for personal self-improvement. Prior to Covid, I was a reserved individual with some traits that I was not proud of. During lock-down, I put in work to improve myself and push myself to change the non-ideal traits and shyness, and to be more social following the end of lock-down. I think that overall I definitely went through noticeable improvement, though I still have some ways to go.",5,5,4,3,4,4,-0.10
85953,"I would receive the award for something related to sports, likely running. I would achieve this award after months of consistently training, taking proper care of my body, and being an active member of whatever team I am running on. While I would feel proud about achieving the award in the moment, that satisfaction would probably fade pretty quickly, as I tend to trivialize most if not all of my achievements.",5,5,4,3,4,4,-0.10
99276,I received an award for my work in chemistry. I was the first chemist to finally help create a viable solution to the plastic pollution crisis. Thousands of pounds of plastic waste can now be used and upcycled into value-added materials. I was able to achieve this by the love and support of my family and my boyfriend. I am proud of myself and feel accomplished.,5,5,5,3,3,3,0.48
82483,"If I were imagining myself getting an award it would be for service,creating an organization that helped hundreds of people and for an program that addresses root and upstream problems. I would have been able to achieve it by working with mentors and having a drive to make a change. Getting it feels like an unparalleled high. There is nothing like working hard for something you are passionate about and someone recognizing it when that was never your intention.",5,5,5,3,3,3,0.48
79340,I received some sort of academic award. I was able to achieve it by being a good student and studying a lot. I would be happy about getting it but it wouldn't be the motivation for my hard work. The pride of the award would go away quickly but the feeling of knowing how hard I worked would be more long-lasting.,5,5,5,3,3,3,0.48
58555,I just received an award for graduating in the top of my class. I was able to achieve the award by consistently working hard in all of my classes for 4 years. I also sacrificed other typical college experiences like spring break to work toward my goals. I feel very proud of myself and do not regret the hard work of the past because I know my efforts will help me get into graduate school.,5,5,5,3,3,3,0.48
26708,"I don't want to receive a reward for something super fancy -- I expect it to be for my sticking to my choice and take full responsibility of it. Personally, I am an INTJ, so I would stick to my choice most of the time because I often find my own judgment after rational thoughts is reliable. And often times, I wouldn't change my mind unless others' thoughts are logically convincing. I might be really proud of getting the award because that's always what I seek after, and I will be happy if I receive some understandings.",3,5,4,5,4,4,-0.86
31579,I received an award for CNA of the month at my job. I was able to achieve this award because I treat all of my patients with respect and I am very patient and caring towards them. I feel great about achieving this award because I love what I do. This award will fortify my desire to work in healthcare.,5,5,4,3,4,4,-0.10
83629,I just received an award for my dedication to helping others. I was able to achieve the award by showing up and being present to my coworkers and fellow classmates every day. These people felt comfortable enough with me and with my interest in their well-being and success to collectively nominate me for this award. I feel humbled receiving the award with a sense of affirmation and rejuvenation when I find out that my peers nominated me for the position and that my actions are sending the correct message in how I want others to think of me and that I try to live my life like.,5,5,6,3,2,4,0.67
11221,I received an award for making an astounding breakthrough in our understanding of dark matter and the role it plays in our universe. I was able to achieve this award by working closely with others and spending countless hours running experiments and collecting data. I could not have done it alone however and the knowledge my colleagues provided to me made it possible for me to make this discovery. I feel a great sense of achievement and pride for being able to make such a discovery and I'm very thankful for those that helped me achieve this.,5,5,5,3,3,4,0.29
35670,"I just received an award for my dedication to public service. I dedicated my life to serving the community and centering their voices in the work that I do. I was able to achieve this by listening to what community members had to say about different public issues. I had open streams of communication that allowed me to build strong, long-lasting relationships with them. I feel really good about receiving this award because I like being recognized for my hard work, especially something I'm passionate about.",5,5,5,3,3,3,0.48
50144,"I received an award for my dedication to service. Particularly, I have done a lot of work related to disability justice in college (working with the disabled community, writing my Honors Thesis on a disability-justice-related topic, running a student organization related to this cause), and this award recognizes my efforts. I feel happy and honored to receive this award, but simultaneously weird because I don't feel like I should be praised for engaging in service - I see service as my way to give back to the world and feel a strong sense of duty to pursue what I'm passionate about.",5,5,4,3,4,4,-0.10
53211,for being liked by every single person. treating others nice and being thoughtful to them. confident and deserving.,5,5,4,3,4,4,-0.10
79843,"I received an award relating to my art. I achieved it through a lot of practice and challenging myself, and maybe a touch of talent, whatever that means. I'm excited to receive it. Furthermore, I feel that something I do purely creatively and without any expectation of reward is being appreciated.",5,5,5,3,3,4,0.29
62768,"I likely would have received an award for some kind of accomplishment within one of the social communities in which I participate (ex. Carolina for the Kids, my sorority Pi Beta Phi, the medical fraternity Phi Delta Epsilon). In order to achieve this award, I would have had to made a contribution to the organization beyond what other members were doing. For example, in Carolina for the Kids, I might receive recognition for the amount of fundraising that I did for the children's hospital. I would be thrilled to receive this award, because it is a tangible recognition of the work that I had put into the organization.",5,5,5,3,3,3,0.48
41401,i imagined myself receiving an award for my dedication for art! art was one of my passions thus i took extra time and dedication to be more creative. i visited my art teacher after school and talked with her about my ideas. and this was something that i enjoyed doing growing up and was not forced upon to do it. i would feel very excited and happy because this award was recognized from my hard work and passion. it brings a sense of awe towards art.,5,5,5,3,3,3,0.48
85043,I might've received the award for something in mathematics. Hopefully it's further in my career where I've become better at studies and make some sort of furthering in that field. I think I would feel very accomplished about getting it and would be very happy as well.,3,5,4,5,4,4,-0.86
46483,I would feel honored receiving the award. I think the award I receive would be outstanding person/teammate when it comes to community building. I like talking to people and go out of my way to make sure that everyone feel safe and happy.,5,5,5,3,3,3,0.48
81812,"I received an award for being charismatic and kind. I was able to achieve the award by showing respect and compassion towards others. Theoretically, the ""others"" had some type of a vote. I feel proud.",5,5,5,3,3,3,0.48
82872,"Probably because of accomplishment, such as I joined in a competition and I won an award. I will feel happy and proud if I receive an award in that way.",3,5,5,5,3,4,-0.48
29198,I received an award for having a high GPA (4.00). I was able to achieve this award through hard work and dedication. School was mainly my priority and I studied and worked hard to achieve my goal. I am excited and happy to have achieved such an award.,5,5,5,3,3,3,0.48
41041,"If I received an award, it would probably be related to something academic. I can't think of anything exact. In order to achieve academic success, I would need to learn how to focus and manage my time better. I would definitely be very excited and proud of my award since I'm a success oriented person.",3,5,4,5,4,4,-0.86
84440,"If I were to receive an award right now it would probably be for my recognition within one of the clubs I participate in. I am a part of Dream on 3, which is a club where the group collectively works together to raise money to make a disabled child's dream come true. The dream is related to sports, so we usually fly the child out to meet their favorite player of a team. I put a lot of time into this club, so I imagine that this would be something I would get an award for.",3,5,4,5,4,5,-1.05
59678,"I received the award for either Asian American violence awareness or acts of service. Throughout my time in college, I have been active in various cultural organizations on campus as well as volunteering/becoming service chairs for extracurriculars as well. Getting an award is a testament to my efforts but I also feel like its significance is only so much because it is of material value. Gaining validation from the community and seeing progress is what is important.",3,5,5,5,3,4,-0.48
16861,"I received an award for developing a drug that helps cure various mental illnesses without any side effects. I was able to achieve what brought me to the award through the support of my mother, my family, and the many mentors that have given me a chance and pushed me along my professional journey. I feel amazing and like I can finally breath after receiving the award. All the long nights of studying and long hours spent ridden with anxiety were finally worth it.",5,5,4,3,4,4,-0.10
11003,I achieved the reward of kindest Sophomore at UNC- Chapel Hill. I think I would receive this award because I strive to be kind to everyone that I meet and try to uplift others as best I can. I feel very good about getting it but also don't feel like I am necessarily all positive underneath. I feel I have a lot of life issues weighing me down yet I am proud because I push on to try to be a nice person.,5,5,5,3,3,3,0.48
20638,I received the award for being a compassionate leader at my school. I achieved this award by holding a couple leadership positions on different clubs/teams. I feel grateful and excited for getting the award and that it will open up new doors for me.,5,5,4,3,4,4,-0.10
68911,"I received an award for my piano competition. I had to dedicate my time practicing the piano for months to be ready for the competition. I felt proud of myself for receiving the award because I know how much hard work it took to receive the award. Also, receiving the award motivates me to work even harder in the future to receive more rewards.",5,5,5,3,3,3,0.48
33817,I would think that I received an award for my leadership skills in an organization I'm involved in. I have held many leadership roles and haven't really gotten recognized for the hard work I put into my projects and tasks. Being reward for this would be very nice and make me feel appreciated and grateful. I would feel loved by those in this organization for giving me this award.,5,5,4,3,4,4,-0.10
16742,I think I would receive an award related to philanthropy or making an impact at work. I think rewards sometimes come at the most unexpected times and reasons. There may be some people who really sponsor your work and are rooting for your success. I believe that it would have been because of some impact that I have made in other's lives that was due to my compassion and hard work to reaching a goal. I would be genuinely grateful.,5,5,4,3,4,4,-0.10
18059,I would received an award for the book that I am constantly rewriting and will never go further than to a little writing competition. If I did actually submit written work in a competition and received an award I would be happy and excited about it but also nervous because I am not sure I want it to go further or for more people to see it.,5,5,4,3,4,4,-0.10
69516,"I received an award for being a researcher in chemistry. I studied a lot and researched new pathways of working with chemical equipment to bioengineer a human cell or gene to help with a disease or illness. I would feel proud, but I would probably also feel like imposter syndrome. I probably didn't do enough, or I would think that someone else deserves the award, not me.",5,5,5,3,3,3,0.48
73467,"I have received an award for my research. This has been a long journey, many hours, tears, and hard work so receiving recognition for it makes me feel happy and like all of the hard times were worth it. I achieved my award through work in the environmental science/biology field perhaps working with marine animals or even terrestrial ones learning more about how processes and larger things like climate change impact them. I did this work through learning new software programs, scientific instruments, how to structure a research design, and more.",5,5,5,3,3,3,0.48
47724,I received this award for science research in the lab I work in. I was able to achieve what brought me to this award because of my hard work and dedication to beginning in a lab. I feel proud and excited for getting an award because I know I have shown dedication and passion towards the project.,5,5,6,3,2,3,0.86
27006,I probably would receive a reward for some kind of academic achievement. I was able to get this award by working and studying hard to achieve my goals. I feel purposeful and content with the award. the award serves as a reminder that my hard work paid off,3,5,4,5,4,4,-0.86
18289,I received the award through hard work and a lot of time spent preparing for whatever contest it was for. I was able to achieve it through a lot of effort and time. It wasn't that I was intrinsically better than the people around me. I feel proud of myself and humbled that I was given the opportunity to compete.,5,5,6,3,2,4,0.67
50119,"I received a scholarship for research or some other academic merit. I was able to achieve this because of guidance from mentors, opportunities that opened up, and people who believed in me, mentored me, and simply gave me a chance. I feel proud about getting it, shocked because I have not been doing well enough for any kind of financial academic recognition lately, and thankful to those who have helped me achieve what I have. I also feel more confident about my future plans and think of the reward as affirmation and confirmation that I am doing well and headed in the right direction.",5,5,5,3,3,3,0.48
97837,"I received the award for my hard work in and outside the classroom. I struggled when I was growing up, so I developed a strong work ethic. I feel very good because I my effort is being rewarded. I also, feel proud of myself.",5,5,5,3,3,3,0.48
33691,"I received the award for something academic. I was able to achieve the grades or good academic habits by studying and taking school seriously, especially like my junior year of high school. I'm super excited to get the award because I appreciate when hard work is recognized. I look around to my friends and family who were around when it was really tough or when I was really stressed or who helped me have fun during those times.",5,5,5,3,3,3,0.48
90693,"I received the award for having done something commendable or helpful to others. I was able to achieve it because I worked hard, was responsible and knew how to set goals. It is possible that the award was given to many other people around me too. I would feel proud for receiving an achievement, but may question to what extent it reflects my character or worth.",5,5,4,3,4,4,-0.10
44692,"The award is for a creative idea that I turned into a successful business. I achieved it through understanding that hard work and taking risks is the only way to find out what we are capable of, and I wanted to experience that in my lifetime. I feel proud and satisfied that I got a deeper understanding of my abilities and what I am able to achieve.",3,5,4,5,4,4,-0.86
56658,"I received an award for being the most dedicated student in a certain class, maybe physics. I achieved this award by earning high grades, going to office hours whenever they were offered, helping classmates with their questions, and waking up for my 8:00 am physics class every day. I feel satisfied that I was dedicated enough for my dedication to be recognized by someone else. I also feel proud that I will be able to show the award to my family so they know they did a good job by sending me to college.",5,5,5,3,3,3,0.48
50327,"I probably received the award for something that has to do with school, or a scholarship or something along those lines. I would be able to achieve being able to receive the award by working really hard at what I do in school, or some biology-research related award. I would feel very proud, and ecstatic about receiving it. I would feel like all of the hard work that I did was worth it.",5,5,4,3,4,4,-0.10
88304,I received the award for developing an important drug. I led and worked with a team in a pharmaceutical company or university. I feel excited and honored.,5,5,6,3,2,3,0.86
78074,I got an award for something academic that I achieved by working hard and doing research in a field that I enjoy. Maybe it is for a psychological study or for my Masters or something. I am so excited to win this award because my work has paid off and is being recognized by my peers! I get to hug my parents and tell them that I did it all for them.,5,5,5,3,3,3,0.48
75100,"I would have received an award for something public speaking or teaching related. I would have been able to achieve the award through intense academic and studious activity that led me to write something amazing. Getting it would give me a sense of security because I would know that I can orient myself in the world just as well, if not better, than those around me. I would be happy because I would be secure knowing that I am like other people - and they know that.",5,5,6,3,2,3,0.86
29235,I would be unsure what I received the reward for because I have not done anything particularly special lately. If the reward was warranted then I most likely did something either positive or showed some level of skill that deserved an award. I would feel good about the reward if it made sense to why I was receiving it.,5,5,4,3,4,4,-0.10
35913,"I am imagining that I just received an award for curing a disease in my future research career. I have worked very hard for this moment, and I likely spent many years in my lab focusing on this project. I feel happy knowing that all of my difficult years of studying in college have finally paid off. I would be so happy that I could make a mark on the world by helping others, and I would be extremely proud of myself.",5,5,5,3,3,3,0.48
48548,"If I were to achieve an award, it would likely be for a scientific research contribution; however, I would hope that it would be for a scientific contribution that has a positive impact on the world around me. I would have achieved this ward by researching infectious disease through perserverance and curiosity. Even though I would be receiving the award, I would know that it was not purely of my own achievements. Science is a fairly collaborative field, and i would of had many peers and mentors to help me towards the award.",5,5,4,3,4,4,-0.10
66044,"One of my biggest dreams is to win the nobel prize in chemistry so I am going to pretend that is the award I have just one. I would have won it after several years of daily research and a constant fascination with one topic. It would require an unimaginable amount of work to get there, but I would have given my all every day to do it. I would feel like everything I had lived for had come to be, I would feel like i would have a completely fulfilled life.",5,5,5,3,3,3,0.48
33874,"I received an award for an amazing scientific discovery that has changed the world. (I'm in an environmental science class right now, so my mind immediately jumps to some scientific discovery to help the environmental crisis). I worked tirelessly for years and years with an amazing team to receive this award. There are a lot of ups and downs and many obstacles that we had to jump through to accomplish this goal. I feel accomplished and proud of my self and the team that I had to work with to get there. Most of all I feel grateful for the opportunities that I was able to experience to get me to that point and for the people that were there for me during all of it.",5,5,6,3,2,4,0.67
94972,"I received the award for academic performance (likely in a chemistry class). I always have been an over-achiever, which is both one of my biggest strengths and simultaneously one of my biggest weaknesses (because of the toll it takes on my mental health). I was able to earn the award purely by working hard and putting in the hours to study/practice material. I feel very validated and proud of myself upon receiving it.",5,5,4,3,4,4,-0.10
53878,I received an award for my scientific research. I worked on my research project for several months and made significant findings that have a huge impact on medicine. I feel proud of myself for receiving this award. I also feel accomplished as I have always wanted to be recognized for my work.,5,5,5,3,3,3,0.48
48958,"I would hope to receive a reward in some way for caring for other people. I imagine this would most likely happen within my career path as I am going into what is known as a ""helping profession."" I would feel very honored if I won an award for this because I would truly be making an impact on other people's lives. I think that it would also be gratifying to know that my hard work to get to that point in my life would have paid off.",5,5,5,3,3,3,0.48
28512,"I received an award for care. I tend to gravitate towards opportunities where I get to show concern and care for others. If I were to receive an award, it would probably be for something that I am dedicated to like caring for others. While I quite like being accomplished, I do not like receiving awards because I equate awards with an unhealthy sense of pride.",5,5,5,3,3,3,0.48
56571,"If this were in the future after I graduated and started a career in something I wanted, like chemistry or some other science, then the award would probably be some sort of scientific achievement award to celebrate something that I discovered. I would be incredibly happy with myself and would feel very content with my life and career if this were to happen. I would probably want to immediately tell my family and friends about it. I would feel a little bit sad that my mom couldn't see me getting this award, but it would help me appreciate spending time with the rest of my family and friends celebrating.",5,5,5,3,3,3,0.48
55214,"I imagine I've achieved ""Lab Manager of the Month"" recognition or something like that. My coworkers would have nominated me for it. I achieved it by being a reliable, helpful, and pleasant lab manager to my cor-workers. My boss also acknowledges what a big help I am!",3,5,5,5,3,4,-0.48
24883,"I would love to receive an award for something I've created, especially if its something that goes on to live in posterity. I just love making something new and being praised about it (shameless, but true). I think an award doesn't really mean that much in the grand scheme of things, but its still a nice recognition - a little sign that says, hey, we really liked this! It's been a long time since I won anything so it would feel nice.",5,5,5,3,3,3,0.48
64326,I believe I would win an award for being a caring person. I always try to help people in any way that I can and have done so purely based on internal drive. I would feel happy yet awkward receiving a reward for doing something a lot of people do on a daily basis.,5,5,4,3,4,4,-0.10
28441,"I would like to think if I just received an award, it would be for gymnastics or cheerleading. I have a meet coming up and I'm also currently deciding whether or not to join club cheer which has a nationals. Either way, hard work and determination has brought me the award because of how hard I have worked in either sport. I would feel amazing for getting it and accomplished as well.",5,5,5,3,3,3,0.48
97263,I received the award for class participation and leadership. I was able to achieve this award by being attentive and actively involved in the classroom setting individually and in groups. I am proud and ecstatic about being recognized for the award.,5,5,4,3,4,4,-0.10
20932,I received an Olympic award for long jump. i was able to achieve it thanks to my coach and the time that I spent practicing. I feel great about getting it and it feels like my hard work has finally paid off.,5,5,4,3,4,4,-0.10
26204,"I have received an award for being an exceptional student in some aspect. I was able to achieve the award by being hard-working and a little obsessive about something. I feel proud and happy for getting it, although I also probably feel a little embarrassed about. I am probably excited to put the award on my resume.",5,5,5,3,3,3,0.48
78541,"I probably received either an academic or an athletic award, since those are the two main things that I've gotten awards for in the past. I probably spent a lot of hours of hard work working on whatever I got the award for, and worked with the specific goal in mind of achieving that award. I get a lot of satisfaction through achievement/success, so I'm sure I would be really happy and feel a sense of pride.",3,5,4,5,4,4,-0.86
48848,I received an award for changing the way that hospitals function -- focusing more on holistic care and the mind/body connection in regards to healing. This is opposed to the current biomedical system which solely focuses on the physical aspect of wellness. I was able to achieve this through working in healthcare consulting to implement these changes into hospitals. I would feel really proud of myself and hopeful for the populations overall wellness in the future.,5,5,4,3,4,4,-0.10
75835,"I would image that I received the award for something related to leadership. I've held quite a few leadership positions throughout college, so it seems as if this would be appropriate. I was able to achieve great leadership skills (which I'm assuming I got the award for) by listening to others criticism, talking to my mentor, and always trying to help others. I feel extremely happy about getting this award. I have put so much energy and effort into one organization, so it would be an honor to receive an award for it.",3,5,4,5,4,4,-0.86
63965,"I'm not sure what I received the award for, but knowing my current situation, it would probably be for my current academics or teaching assistant positions. I would be able to achieve an award like this through dedication and a lot of hard work. I would probably feel proud about getting the award, but I think this would only be the case if I felt like the level of effort I put in matched what was expected with the award. I'm not sure how I would feel about getting the award if I didn't feel like the level of effort for those two things really aligned.",5,5,5,3,3,3,0.48
10965,I just received an award for my chemistry research. I was able to accomplish this through my years of hard work and dedication in school and in my lab. I am very excited to get an award and see a tangible result of all of my work. I hope to continue this work and receive more awards in the future.,5,5,4,3,4,4,-0.10
13624,"I received the award for being a great small group leader in my campus ministry. The award is given to small group leaders who exhibit a sacrificial love for their members. I was able to achieve this by setting aside time to spend with members individually, even if that means I won't finish an assignment when I wanted to or I don't get to eat a meal. I feel great about getting the award, but it's definitely not the reason for why I do what I do.",5,5,4,3,4,4,-0.10
73177,"I received an award for compassion. I was able to achieve this by an anonymous nomination that nominated me for the award for someone who displays compassion. It took me a long time to think of what award I would win because I do not see myself having any outstanding achievements or notable qualities, but I would like to think that someone would experience the kindness I try to consistently extend and nominate me for the hypothetical award. In this scenario, I am overwhelmingly happy that someone has noticed me to be a compassionate person, as that is my goal.",5,5,5,3,3,3,0.48
94204,"I received an award because I helped saving lives of many cats and dogs. I achieved such things because of the support of my team and my family members, and my hard work. I would see it as a motivation that drives me to keep doing good deeds and help more.",5,5,4,3,4,4,-0.10
94842,"I received an award for my academic success. I was able to achieve the award through hard work and diligence. I feel successful after receiving an award like that. In a way, I feel validated.",5,5,5,3,3,3,0.48
95113,"I just received an academic award for most improved. I think this would feel immensely fulfilling because I always feel like I am putting a lot of work into my studies. I achieved it through long hours studying, spending time going over notes, and reading the textbooks. Additionally, I have a solid support group who really pushes me forward. I would feel super proud of myself; this would save me and make me feel like everything is worth it.",5,5,5,3,3,3,0.48
13663,"I received the award for being giving to others I love. I was able to achieve what brought me to the award because I really care about the way others perceive me and the way I impact the lives of others, so I always treat others the best I can. I feel good about getting this award because it means others have recognized my efforts to care for those around me.",5,5,5,3,3,3,0.48
96553,"I won an award for leadership within my profession. I won this award because I am kind and empathetic to my peers while also being effective at getting things done. I often receive praise from my peers in group work for being understanding and also good at my job. I feel a bit embarrassed by the award because despite recognizing these qualities in myself, I am uncomfortable with praise.",5,5,5,3,3,3,0.48
21424,"At this stage in life the only realistic award I could get would likely be on merit and contribution to the Physical Therapy Community. But that's utterly boring so we will say I get it for something fun in an activity I'm doing like running a race, competing in escape rooms, etc. I would achieve it through hard work and dedication in the area or field of training paired with innovation and creativity. I like getting awards because they make others proud and happy for me, but I honestly don't particularly like being center of attention so I'm impartial if I get an award or not.",5,5,5,3,3,3,0.48
