pid,essay_type,essay,score,comments,millis
36009,angry,"Okay it's really hard for me to imagine this. My parents will be mad about me getting a bad grade on an exam if they know the week leading up to it I barely studied and spent a lot of time on ""useless"" activities like hanging out with friends. And my boyfriend will be nearly mad at me when I forget we have plans to hang out and I then try to make it work with both parties and he ultimately doesn't get to spend as much time with me as he wanted. I feel bad. I feel guilty about the bad grade because I upset my parents and know they were right and I could've done better. And I feel bad about my boyfriend because I forgot something and hurt his feelings.",3.00,"The participant demonstrates some characteristics of humility in their response. They acknowledge their weaknesses and deficiencies (A) by admitting that they spent time on ""useless"" activities and could have done better on the exam. They also show a clear perception of themselves (B) by accepting responsibility for their mistakes, such as forgetting plans with their boyfriend. The participant expresses feelings of guilt and understanding that they hurt others (D), showing awareness of and appreciation for other people's feelings. However, the response does not provide enough information to assess their openness to new insights (C) or their egalitarian beliefs (E). Based on the available information, I would give the participant a composite score of 3 out of 5. Score: 3",12611
88031,angry,"Last night I ate some of my roommates blueberries and I feel guilty about it, so when I imagine someone being angry with me I picture her being upset that some of them are gone. Personally, I would be slightly upset that somebody ate my blueberries, so I would think that she is at least slightly bugged about it. I feel like I should maybe buy some berries and offer her some to compensate for the ones I ate, or share some other food item with her later.",4.00,"The participant demonstrates humility through their response. They show calm acceptance of their mistake (A) and perceive themselves clearly, acknowledging their responsibility for eating the blueberries without exaggerating the situation (B). They also express openness to making amends and compensating their roommate (C). The participant shows awareness of their roommate's feelings and the potential impact of their actions (D). However, there is not enough information to assess their egalitarian beliefs (E). Based on the available information, the participant displays humility in four out of the five characteristics. Score: 4",10124
26479,angry,"They are angry with me because I had to cancel our plans. They were super excited to see me and spend time together, but I wasn't really feeling up for having social interaction with someone. I feel bad about having to cancel but know that would be best for me. I would promise to see them soon.",2.00,"The participant demonstrates some characteristics of humility in their response. They acknowledge their responsibility for canceling the plans (B) and express feeling bad about the situation, showing sensitivity to the other person's feelings (D). However, the response does not provide enough information to assess the other characteristics of humility (A, C, and E). Based on the available information, I would give the participant a score of 2 out of 5 for humility. Score: 2",19552
89905,angry,"Maybe because we had some clashes when playing basketball. I was acting too hard and had strong physical contact with someone. I felt sorry for him right now, but I will probably just feel angry too at that scenario.",2.00,"The participant demonstrates some aspects of humility in their response. They acknowledge their own actions as the cause of the other person's anger (A) and accept responsibility for their mistakes (B). However, the participant does not fully express openness to learning from the situation (C) or show a strong awareness of the other person's feelings (D). There is not enough information to assess their egalitarian beliefs (E). Based on the available information, I would give the participant a composite score of 2. Score: 2",10431
78894,angry,"Maybe because I did something wrong; or, maybe they are poor at controlling their thoughts and behavior so they are easily getting irritated. Also, it is possible that there's misunderstanding between us. I feel very upset and stressful when others are angry at me, because somethings they yell at me, or do not respond to me when I talk with them.This can make me feel bad.",3.00,"The participant demonstrates some characteristics of humility in their response. They acknowledge the possibility that they may have done something wrong (A, B), and they also consider the role of misunderstanding in the situation (C). However, the participant does not explicitly show awareness of or appreciation for other people (D), nor do they express egalitarian beliefs (E). Overall, the participant shows some aspects of humility, but not all. Score: 3",7103
99961,angry,"They are angry because I failed to spend enough time with them or make time with them. They feel less of a priority. I feel disappointed in myself for not making the time. However, I do know that I can't be everywhere for everyone as I have to take time for myself.",3.00,"The participant demonstrates humility through their response. They acknowledge their weakness in not spending enough time with the person who is angry with them (Characteristic A). They also accept responsibility for their mistake, while not overly blaming themselves, recognizing that they can't be everywhere for everyone (Characteristic B). The participant shows awareness of the other person's feelings and needs (Characteristic D). However, there is not enough information to assess their openness to new insights (Characteristic C) or their egalitarian beliefs (Characteristic E). Based on the available information, I would give the participant a composite score of 3 out of 5. Score: 3",10246
22693,angry,"I wasn't considerate about their feelings or I went ahead and did something that I liked without regarding them/ listening to them. Sometimes I act out of my own wants/needs and don't tell the person, which in turn can make the person feel unheard and disregarded. I don't like to have people feel mad at me, because it feels shitty knowing that it could have been avoided if we just communicated. I would prefer to handle situations after I've cleared my head and can give neutral responses/ solutions without being clouded by emotions.",3.00,"The participant demonstrates some humility in their response. They acknowledge their weaknesses and deficiencies (A) by admitting that they sometimes act out of their own wants and needs without considering others. They also show a willingness to accept responsibility for their mistakes (B) by recognizing that they could have avoided the situation if they had communicated better. The participant seems open to learning from their mistakes (C) and shows some awareness of and appreciation for other people's feelings (D). However, there is not enough information to assess their egalitarian beliefs (E). Based on the available information, I would give the participant a composite score of 3. Score: 3",10074
77509,angry,They are angry because they feel I do not make enough time for them in my life. They feel that they are putting effort into our relationship but i am not reciprocating at the same level. I feel that i can understand their feelings but at the same time have a lot on my plate and do not think they are understanding of my responsibilities and workload. i am detached from the situation because i understand their feelings are not truly aimed at me.,2.00,"The participant demonstrates some aspects of humility in their response. They show an understanding of the other person's feelings (Characteristic D) and acknowledge that the other person is putting effort into the relationship. However, they also seem to be somewhat detached from the situation and do not fully accept responsibility for their part in the conflict (Characteristic B). They do not mention any willingness to learn from the situation or seek new insights (Characteristic C), and there is no clear indication of egalitarian beliefs (Characteristic E). The participant does not seem to be excessively distressed by the situation, which aligns with Characteristic A. Overall, the participant shows some humility, but not to a great extent. Score: 2.",10578
91997,angry,They would be angry at me because I disagreed with them on something and I spoke out about it. They would be angry because they disagree with me. I personally would be upset with the person for being angry at me. I would be upset because I do not like confrontation and petty drama.,1.00,"The participant's response shows some aspects of humility, but not all. They acknowledge that the disagreement could be the cause of the other person's anger (Characteristic B). However, they seem to focus more on their own feelings and discomfort with confrontation, rather than showing empathy or understanding for the other person's perspective (Characteristic D). The response does not provide enough information to assess their openness to new insights (Characteristic C), their self-concept (Characteristic A), or their egalitarian beliefs (Characteristic E). Based on the available information, I would give the participant a score of 1 out of 5 for humility. Score: 1",10315
24421,angry,"They are angry with me because I forgot to do something I said I would. I made a promise to do something, and, whether I meant to or not, I broke it. I feel really guilty, but I honestly probably did not want to do the thing anyways. If I really want to follow through on a promise, I do; but, since I forgot to here, I must have not cared enough. Nevertheless, I feel guilty because I know that I have hurt someone else.",2.50,"The participant demonstrates some aspects of humility in their response. They acknowledge their mistake and accept responsibility for breaking their promise (Characteristic B). They also show awareness of the other person's feelings and recognize that their actions have hurt someone else (Characteristic D). However, the participant does not fully display openness to discovering new insights about themselves or the situation (Characteristic C), as they justify their forgetting by saying they probably did not want to do the thing anyways. The response does not provide enough information to assess Characteristics A and E. Based on the available information, I would give this participant a composite score of 2.5 out of 5. Score: 2.5",9753
49285,angry,"I'm not sure why they're angry with me; presumably it would be because of something I'd done that had hurt or irritated them. I make a pretty active effort to avoid doing things that make other people angry, but for argument's sake my lack of reliability (ie constantly being late to things) is one of my more irritating traits. Typically when people are angry with me, I feel very small and afraid, and default to assuming they're in the right. I'm working on that, though--thanks, therapy!",3.00,"The participant demonstrates humility through their response. They acknowledge their weaknesses, such as being late and irritating others (Characteristic A), and they take responsibility for their actions without exaggerating their faults (Characteristic B). The participant also shows openness to self-improvement and learning from their mistakes, as they mention attending therapy to work on their issues (Characteristic C). However, there is not enough information to assess their awareness and appreciation of others (Characteristic D) or their egalitarian beliefs (Characteristic E). Based on the available information, I would rate this participant's humility as follows:

Score: 3",8376
71619,angry,"I imagined someone was angry with me because I failed in some way. I felt shame and anxiety. I felt like I could not escape the situation, and worried that I could do nothing to improve the situation. I also felt upset that I had lost some of the person's trust and frustrated with myself because I would take time to rebuild that trust.",2.00,"The participant demonstrates some characteristics of humility in their response. They acknowledge their failure and take responsibility for it (Characteristic B). They also express concern for the other person's trust and the need to rebuild it, showing awareness of and appreciation for the other person (Characteristic D). However, the participant does not clearly display calm acceptance of their weaknesses (Characteristic A), openness to new insights or growth (Characteristic C), or egalitarian beliefs (Characteristic E). Based on this assessment, I would give the participant a composite score of 2 out of 5. Score: 2",8805
92366,angry,"They are likely angry with me because I said ""went too far"" and expressed myself too much. I likely said something that was extremely direct and hurt their feelings (I have no filter). I feel extremely guilty about this situation now and cannot let go. I can't sleep, I can't do my homework; all I can do is replay the situation in my head and wish i could take back those words.",2.00,"In this response, the participant shows some characteristics of humility. They acknowledge their weakness of being too direct and hurting others' feelings (A), and they take responsibility for their mistake (B). However, they seem to be overly focused on their own distress and guilt, which may indicate a lack of calm self-concept (A) and less awareness of the other person's feelings (D). There is not enough information to assess their openness to new insights (C) or their egalitarian beliefs (E). Based on the available information, I would give this participant a composite score of 2. Score: 2",11827
71589,angry,"I would imagine someone is angry with me because I offended them unintentionally. I think that this may be the case because often I say things before I truly think of the full impact that they may have on others. I don't mean to offend or hurt others, and so this is something that I am constantly trying to avoid and prevent from occurring. I would feel very guilty and upset with myself.",3.00,"The participant demonstrates some characteristics of humility in their response. They show awareness of their weaknesses and deficiencies (A) by admitting that they sometimes say things without considering the full impact on others. They also perceive themselves clearly (B), acknowledging that they don't mean to offend or hurt others, but still recognizing that they have room for improvement. The participant expresses a desire to avoid and prevent causing offense, suggesting openness to discovering new insights and growth (C). However, there is not enough information to assess their awareness of and appreciation for other people (D) or their egalitarian beliefs (E). Based on the available information, I would give the participant a composite score of 3. Score: 3",10351
77781,angry,"The first thing that comes to mind with this scenario is someone, probably my mother, would be angry at me for being angry at them or because I got aggressively passionate about something. There have been times where I ostracize people in my life after arguments, most likely political, and they tend to get angry due to my reaction, which would most likely be anger or passion that could come out as anger. I would likely feel angry at the person if I felt their anger was unfounded but if I actually did something wrong, I feel I am not bad at taking responsibility for my actions and apologizing.",2.00,"The participant demonstrates some aspects of humility in their response. They acknowledge their own weaknesses and deficiencies, such as getting aggressively passionate and ostracizing people after arguments (Characteristic A). They also show a willingness to take responsibility for their actions and apologize when they feel they have done something wrong (Characteristic B). However, the participant does not explicitly mention openness to new insights, awareness of others' contributions, or egalitarian beliefs (Characteristics C, D, and E). Based on the provided information, I would give the participant a composite score of 2 out of 5. Score: 2.",11579
62763,angry,"Someone is angry with me because I do not know what my exact future career/job is yet. What led them to be angry is that college can be very expensive and if you don't have a plan then you could spend years in college wasting thousands of dollars. I feel upset that this person is angry with me, I am consistently trying to figure out what I want to be in the future but it also isn't the easiest decision to make. I am a very indecisive person so when it comes to something as big as my entire future I can change my mind a lot or become unsure of what I really want.",2.00,"The participant demonstrates some humility in their response. They acknowledge their indecisiveness and the difficulty they face in making a decision about their future career (Characteristic A). They also seem to accept responsibility for their situation without exaggerating it (Characteristic B). However, the response does not provide enough information to assess their openness to new insights (Characteristic C), their awareness of and appreciation for others (Characteristic D), or their egalitarian beliefs (Characteristic E). Based on the available information, I would give the participant a score of 2 out of 5 for humility. Score: 2",12821
45094,angry,I think someone would be angry with me if they misunderstood me. I can express things in an misleading tone and have unexpressive facial expressions which may not convey my true feelings. They would feel angry because they thought I was angry. I would feel frustrated and upset because people always misunderstand me and this creates a rift.,2.00,"The participant shows some awareness of their weaknesses and deficiencies (A), as they mention their misleading tone and unexpressive facial expressions. They also seem to accept responsibility for the situation (B), as they acknowledge that their communication style may have led to the misunderstanding. However, the participant does not explicitly demonstrate openness to new insights (C), awareness of and appreciation for others (D), or egalitarian beliefs (E). Based on the provided information, I would give the participant a score of 2 out of 5 for humility. Score: 2",8509
16925,angry,"I would say that they are angry at me for not being able to fix what they need into my schedule. I was unable to do a task of theirs because I was so busy with my own to do, and didn't get to do theirs. I would say I feel annoyed because they can easily do their task. It is not only up to me to do something of theirs.",2.00,"Based on the participant's response, they show some awareness of their own limitations and responsibilities (Characteristic B), but there is a lack of openness to feedback and growth (Characteristic C). The participant does not seem to be excessively distressed about their weaknesses (Characteristic A), but there is no clear indication of appreciation for others or egalitarian beliefs (Characteristics D and E). Therefore, the participant displays some aspects of humility, but not all. Score: 2",7242
93965,angry,"Maybe I said or did something to hurt their feelings! I am so sorry! Even though I didn't intent to hurt them, I know words have a heavy impact! I would like to apologize and make an effort to never phrase what i said to them in that way again.",4.00,"The participant demonstrates humility through their response. They show a calm and accepting self-concept (A) by acknowledging that they may have unintentionally hurt someone's feelings and taking responsibility for their actions (B). They express a willingness to learn from the situation and improve their communication in the future (C). The participant also shows awareness of and appreciation for the other person's feelings (D). However, there is not enough information to assess their egalitarian beliefs (E). Based on the available information, I would rate this participant's humility as follows: Score: 4",8220
36842,angry,"I found many instances of anger towards myself stemming from miscommunications. Often times I find myself thinking one thing, but when I try to phrase it it comes out in a different manner which can be misconstrued. I generally feel surprise and guilt when I realize i caused a negative emotion in a person, and attempt to rephrase my thoughts to deescalate the situation.",3.00,"The participant demonstrates humility through their response. They acknowledge their weakness in communication (A) and take responsibility for their mistakes in causing miscommunications (B). They also show awareness of the feelings of others and express guilt for causing negative emotions (D). However, the response does not provide enough information to assess their openness to new insights (C) or their egalitarian beliefs (E). Based on the available information, I would rate the participant's humility as follows:

Score: 3",8745
85953,angry,"If someone was angry with me, it would likely be one of my parents. I haven't had a conflict with any of my friends in a very long time, so I don't know what they would be angry at me about. In regard to my parents, they would probably be mad at me for forgetting to do something I said I would do (probably several times). When this happens, the issue is usually resolved when I finally do whatever I was supposed to.The conflict doesn't last very long, and neither my parents nor I dwell on it. It doesn't have an impact on my mood or feelings.",2.00,"In this response, the participant demonstrates some characteristics of humility. They acknowledge their weakness in forgetting to do something they said they would do (A), and they accept responsibility for their mistake (B). However, the response does not provide enough information to assess their openness to new insights (C), awareness of and appreciation for others (D), or egalitarian beliefs (E). Based on the available information, the participant shows some level of humility. Score: 2",11371
99276,angry,They are angry with me because I am not trying to be better like I said I would. They became angry with me because I was crying and not trying to pull myself out of it. I feel defeated and like I have failed.,2.00,"The participant's response shows some awareness of their weaknesses and deficiencies (A), as well as taking responsibility for their mistakes (B). However, the response does not provide enough information to assess their openness to discovering new insights (C), awareness of and appreciation for others (D), or egalitarian beliefs (E). Based on the available information, I would give the participant a score of 2 out of 5. Score: 2",6856
82483,angry,They are angry because if a miscommunication or because I overstepped my boundaries of what a friend does. By being overprotective I may have stepped into a role that I should not have. I feel awful about the situation but also recognize that the role of friends for every person is different.,4.00,"The participant demonstrates humility through their response. They acknowledge their potential weaknesses and deficiencies (A) by admitting that they may have overstepped their boundaries as a friend. They also show a clear perception of themselves (B) by recognizing that the role of friends can be different for every person. The participant is open to discovering new insights about themselves (C) as they reflect on the situation and their actions. They show awareness of and appreciation for other people (D) by considering the feelings of the person who is angry with them. However, there is not enough information to determine if the participant holds egalitarian beliefs (E). Based on the available information, I would rate the participant's humility as follows: Score: 4.",11039
79340,angry,"Someone might be angry at me for being stubborn. I imagine it is a close family member who I have a different opinion to about something, probably not an important topic. In the moment I would feel frustrated with them for being angry at me, but later I would be frustrated with myself for not being more open to another opinion. I think I have experienced situations like this before, and it has led me to be less stubborn over time.",3.00,"The participant demonstrates humility in several aspects. They acknowledge their weakness (stubbornness) and its impact on others (A). They also show a balanced view of themselves, recognizing their stubbornness but not overly criticizing themselves (B). The participant is open to learning from their experiences and mentions personal growth (C). They show some awareness of the other person's feelings, but this is not the main focus of their response (D). There is no clear indication of egalitarian beliefs in this response (E). Overall, the participant displays a moderate level of humility. Score: 3",9120
26708,angry,"They are angry with me for my not being able to share my thoughts, or just hiding away. Sometimes, when I feel really stressed out after a terrible conversation and I feel like I cannot receive understanding from that person, I would just stop talking. I cannot proceed on the conversation because I'm in a guarded mindset and I feel really bad myself. I would feel that this situation is the worst, so I wouldn't enjoy talking with someone who are super judging and not understanding -- usually authority, or somebody who doesn't understand me but criticizes me.",2.00,"The participant demonstrates some characteristics of humility in their response. They acknowledge their own weaknesses and deficiencies in communication (Characteristic A), and they express a desire for understanding from others (Characteristic D). However, the participant does not explicitly mention any openness to learning from the situation or receiving negative feedback (Characteristic C), nor do they discuss their beliefs about their own worth compared to others (Characteristic E). The participant's response does not clearly indicate whether they perceive themselves accurately without exaggeration (Characteristic B). Based on the available information, I would give the participant a composite score of 2 for humility. Score: 2",9165
83629,angry,"They are angry with me because I missed a deadline or forgot something I was supposed to do for them. They feel a sense of disappointment and frustration with me, which led them to the secondary emotion of anger. What led me failing to meet their expectations was likely a mismanagement of time and availability on my part (i.e. taking off too much to chew at one time) which led to the inevitable failure in meeting the deadline. I would likely feel disappointment and frustration in myself an a sense of shame that I didn't live up to my expectations of myself nor the expectation of others.",4.00,"The participant demonstrates humility through their response. They acknowledge their weaknesses and deficiencies (A) by admitting they missed a deadline or forgot something. They also show a clear perception of themselves (B) by accepting responsibility for their mistakes and not trying to blame others. The participant is open to discovering new insights about themselves (C) as they recognize their mismanagement of time and availability. They show awareness of and appreciation for other people (D) by understanding the emotions of the person who is angry with them. However, there is not enough information to determine if they have egalitarian beliefs (E). 

Score: 4",9348
11221,angry,They are angry with me because I expressed why I didn't want to go to the event with them. They felt as though me just not wanting to go that night was enough for them to become frustrated with me and argue about what I should and should not be doing that night. I felt very restricted when they said this and almost as if I wasn't allowed to have my own schedule. I still question why it is that people get angry when I try to have my own independence.,2.00,"The participant demonstrates some characteristics of humility in their response. They acknowledge the situation and express their feelings without exaggerating or debasing themselves (Characteristic B). They also show awareness of the other person's feelings, even though they may not agree with them (Characteristic D). However, the participant does not explicitly mention any personal weaknesses or deficiencies, nor do they express openness to discovering new insights about themselves or the situation (Characteristics A and C). Additionally, there is no clear indication of egalitarian beliefs (Characteristic E). Based on the provided information, I would give this participant a score of 2 out of 5 for humility. Score: 2.",10106
35670,angry,"If someone is angry with me, it is probably because I said something that was not very kind. I have the tendency to speak before I think when I feel threatened or hurt. So, if they're angry, they're angry at what I said because it was offensive. I feel really bad about the entire situation. I often feel really guilty when someone is mad at me because I know I did something wrong and I could have avoided the situation if I had thought through my words a bit more.",4.00,"The participant demonstrates humility through their response. They show awareness of their weaknesses and deficiencies (A) by admitting that they have a tendency to speak before thinking when feeling threatened or hurt. They also perceive themselves clearly, accepting responsibility for their mistakes (B), as they acknowledge that their words were offensive and that they could have avoided the situation by thinking more carefully. The participant is open to discovering new insights about themselves (C), as they express feeling guilty and recognizing the need for improvement. They also show awareness of and appreciation for the other person's feelings (D) by empathizing with the person who is angry with them. However, there is not enough information to assess their egalitarian beliefs (E). Based on the available information, the participant demonstrates humility in four out of the five characteristics. 

Score: 4",12973
50144,angry,"In this hypothetical situation, my friend is angry with me because I have been neglecting to talk to her recently. Since I have been busy recently and have started dating someone new (and thus have been spending a lot of time with them), my friend has gotten more and more upset as I don't reach out as much and sometimes bail when we make plans. I feel upset and guilty about the situation because I haven't been meaning to neglect my friend. I understand why she is upset and wish that I had known what was happening before she got upset.",4.00,"In assessing the participant's humility based on their response, the following observations can be made:

A. The participant acknowledges their weakness in neglecting their friend and expresses guilt, but does not seem excessively distressed. 
B. The participant perceives their actions clearly, admitting their mistake in not reaching out and bailing on plans, without exaggerating or debasing themselves.
C. The participant shows openness to understanding their friend's feelings and wishes they had known earlier, indicating a willingness to learn from the situation.
D. The participant demonstrates awareness of their friend's feelings and needs, recognizing the impact of their actions on their friend.
E. There is not enough information in the response to determine the participant's egalitarian beliefs.

Based on these observations, the participant displays humility in most aspects, but there is insufficient information to assess their egalitarian beliefs. Therefore, the composite score is as follows:

Score: 4",15513
53211,angry,They are angry that I was not there for them when they are going through a difficult time. My availability was not there for those people because I did not like them much. I feel sorry for them and wanting to makeup for the situation.,2.00,"The participant shows some awareness of their own shortcomings, as they admit that they were not there for the person in need and that they did not like them much (Characteristic A). They also take responsibility for their mistake, expressing that they feel sorry for the situation (Characteristic B). However, the participant does not demonstrate a strong openness to learning from the situation or seeking new insights (Characteristic C). They do show some awareness of the other person's feelings, but it is limited (Characteristic D). There is not enough information to assess their egalitarian beliefs (Characteristic E). Overall, the participant displays some humility, but there is room for improvement. Score: 2",14085
79843,angry,"They're angry with me because I haven't considered their feelings as I should have. I might have offended them because I wasn't paying attention to things that they valued or something else. I feel guilty and somewhat frustrated. I don't enjoy anger, giving or receiving, and dealing with angry situations I've never found rewarding.",3.00,"The participant demonstrates humility through their response. They acknowledge their mistake by admitting that they haven't considered the other person's feelings (Characteristic B). They also show awareness of and appreciation for the other person's feelings and values (Characteristic D). The participant expresses guilt and frustration, indicating that they are not solely focused on themselves and are open to discovering new insights about themselves (Characteristic C). However, there is not enough information to assess Characteristics A and E. Based on the available information, I would give the participant a score of 3 out of 5. Score: 3",12567
